Unnamed: 0,contract,category,clause_text,word_count
310,"MetLife, Inc. - Remarketing Agreement",Cap On Liability,"Notwithstanding the provisions of this subsection (d), no Remarketing Agent shall be required to contribute any amount in excess of the amount by which the total price at which the applicable Securities remarketed by it and distributed to the public were offered to the public exceeds the amount of any damages which such Remarketing Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.",75
12827,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",Affiliate License-Licensor,"You hereby grant to us (and agree to obtain from your affiliates, owners, employees, and/or contractors), a perpetual, non-exclusive, and worldwide right to use any such ideas, concepts, methods, techniques and products in any businesses that we and/or our affiliates, franchisees and designees operate. We will have the right to use those ideas, concepts, methods, techniques, and/or products without making payment to you. You agree not to use or allow any other person or entity to use any such concept, method, technique or product",84
8641,"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT",Ip Ownership Assignment,"The Consultant will assist the Company in obtaining and enforcing, for the Company's own benefit, patents, copyrights and any other protections in any and all countries for any and all Works made by the Consultant (in whole or in part) the rights to which belong to or have been assigned to the Company.",53
3692,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,Volume Restriction,Contracted Capacity: means the Capacity of the Pipeline committed through Transportation Contracts.,12
9422,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Joint Ip Ownership,"In the event that SAP AFRICA develops jointly with TELKOM for universal   application and jointly funds with TELKOM, any extension or modification to the   licensed SOFTWARE, then save as may otherwise be agreed upon in writing by   SAP AFRICA and TELKOM, such extensions or modifications will be the joint   property of SAP AFRICA and TELKOM provided that   8. 3. 1.    Neither SAP AFRICA nor TELKOM will grant to any third party, either   expressly or impliedly, any rights, title, interest in, or licences to, such jointly   developed modification or extension.",89
5774,NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,Uncapped Liability,"Except for claims under Sections 15.4  [INDEMNIFICATION BY NEOFORMA] and 15.5  [INDEMNIFICATION BY VERTICALNET] hereof, neither Party may bring a claim or action regardless of form, arising out of or related to this Agreement, including any claim of fraud or misrepresentation, more than two years after the cause of action accrues or",52
2869,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),Post-Termination Services,"The period of             liaison will commence as soon as notice has been given of             termination of this Agreement, and will continue for a maximum             period of 3 months after termination;",30
6573,SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Renewal Term,The Agreement may be renewed for an additional period of  seven (7) years at the option of the Licensor.,19
1603,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2,Governing Law,"Pursuant to and in accordance with Section 5-1401 of the New York General Obligations Law, the Parties hereto agree that this Amendment in all respects, and any claim or cause of action based upon or arising out of this Amendment, or any dealing between the Parties relating to the subject matter of this Amendment or the transactions contemplated hereby or the Company/Repairer relationship being established, shall be governed by, and construed in accordance with, the laws of the State of New York, U.S.A. as applied to contracts to be performed wholly within the State of New York (Exclusive of Section 7-101 of the New York General Obligations Law which is inapplicable to this Amendment).",114
10020,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT,Minimum Commitment,"""Minimum Revenue Targets"" shall mean: (i) in the first (1st) year of the Term, Aggregate Revenues of not less than Nine Million Dollars ($9,000,000) and (ii) in the second (2nd) year of the Term, Aggregate Revenues of not less than Twelve Million Dollars ($12,000,000).",44
9414,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Revenue/Profit Sharing,"In addition to the Licence Fee, TELKOM shall pay to SAP AFRICA an amount   equal to that percentage stipulated in 5. 3 (""the REVENUE SHARE   PERCENTAGE""), of TELKOM'S total gross revenue that TELKOM earns or   derives from commercial exploitation of the SOFTWARE licensed in terms hereof.",46
849,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Non-Transferable License,"Subject to the terms and conditions of this         Agreement, Commerce One grants to Corio a nonexclusive, nontransferable         (except in accordance with Section 14.1 of this Agreement),         royalty-free, fully paid up, perpetual right and license in the         Territory to reproduce, install and use additional copies of the         Software and Software tools and utilities, subject to any restrictions         placed on the Commerce One by third party software providers, in machine         executable object code for (i) Corio's internal business operations and         (ii) production, testing, development, upgrade, reporting and training.",86
5169,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Affiliate License-Licensee,"SpinCo may sublicense the Licensed RemainCo Intellectual Property to Affiliates of SpinCo, even if they become Affiliates after the Distribution Date, solely within the scope of its licenses in Article 5, provided that such sublicense shall only be effective for such time as such entity remains an Affiliate of SpinCo",50
5403,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,Notice Period To Terminate Renewal,"Either party may cancel this Agreement effective on the last day of the Initial Term, or",16
12337,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,Expiration Date,"The term of this Agreement shall continue for one (1) year following the Launch Date, unless earlier terminated as provided herein.",21
11030,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,Affiliate License-Licensee,"Hence, as of the Distribution Date, SpinCo hereby grants, and agrees to cause the members of the SpinCo Group to hereby grant, to Honeywell and the members of the Honeywell Group a non-exclusive, royalty-free, fully-paid, perpetual, sublicenseable (solely to Subsidiaries and suppliers for ""have made"" purposes), worldwide license to use and exercise rights under the SpinCo Shared IP (excluding Trademarks and the subject matter of any other Ancillary Agreement), said license being limited to use of a similar type, scope and extent as used in the Honeywell Business prior to the Distribution Date and the natural growth and development thereof.",100
9655,"OMINTO,INC_03_29_2004-EX-10-RESELLER AGREEMENT",Termination For Convenience,Either party may terminate the Agreement on 60-days written notice during a      renewed term.,14
7525,IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Post-Termination Services,"In furtherance of the foregoing, and at the request of either Party, the Joint Commercial Team, reasonably in advance of the expected end of the Term shall develop and approve a transition plan that contains, among other things, a plan for notifying Targets and other customers or health care providers of such termination or expiration and transition, and, if applicable, provides for the completion of any events set forth in a Brand Plan which are already scheduled but will take place after the effective date of termination or expiration.",89
12110,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1,Minimum Commitment,"During the Term of this Agreement, Premier shall be required to purchase a Minimum Annual Order Volume (""MAOV"") of [REDACTED AMOUNT] (""Units"") for each twelve-month period commencing July 1, 2017, and for the six-month period commencing July 1, 2022 and ending December 31, 2022, Premier will be required to purchase [REDACTED AMOUNT] Units (the twelve-month periods and the six month period are each a ""Contract Period"").",64
4487,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",Warranty Duration,"In the event that Magenta does not inform Bachem within the [REDACTED DURATION] period that the Product does not meet the Specifications, Magenta shall be deemed to have accepted the Product.",30
4550,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Minimum Commitment,Minimum response time for R2        detect delay + generate             detect delay + generate delay compelled signaling                 delay                                     detect delay + decision             detect delay + decision delay +                                     delay + generate delay - -------------------------------------------------------------------------------------------- ------------ Accept Levels                       -5 dBm0 to -31.5 dBm0 must          Minimum power is                                     detect;                             configurable from -25 dBm to                                     -38.5 dBm0 must reject              -45 dBm per frequency,59
2870,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),Post-Termination Services,"Upon termination of this Agreement and for a period of six (6) months       thereafter, the Publishers will have the following rights and obligations:

      33.1. Commencing upon any notice of termination by the Publishers,             HealthGate will comply with the Publishers' reasonable directions,             and will provide to the Publishers any and all termination             assistance reasonably requested by the Publishers to allow the             Services to continue and to facilitate the orderly transfer of             responsibility for the Services to the Publishers or a successor             provider of Services designated by the Publishers. The termination             assistance to be provided to the Publishers by HealthGate may             include the following:

            33.1.1. Continuing to perform, for a reasonable period (as





                    determined by the Publishers) of up to six (6) months                     following the termination date, any or all of the Services                     then being performed by HealthGate.",136
1948,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,Irrevocable Or Perpetual License,"Investor hereby agrees to grant to Company a non-exclusive, irrevocable, royalty-free license under any Investor Improvement and any patent claiming such Investor Improvement, solely for use in rare earth mineral processing and rare earth separation, to make and have made, use, offer to sell, sell and import products made using the Investor Improvements.",53
577,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to any choice of law or conflict of law provision or rule whether such provision or rule is that of the State of New York or any other jurisdiction.",51
1139,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Covenant Not To Sue,"Neither Vyera, nor any of its Affiliates shall directly or indirectly, challenge, or assist any Third Party to dispute or challenge, in a legal or administrative proceeding the patentability, enforceability or validity of any CytoDyn Patents.",36
2788,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Exclusivity,"Subject to the terms and conditions of this Agreement, Xencor hereby grants to Aimmune during the Term an exclusive, worldwide, payment-bearing license under and with respect to Xencor Patents and Xencor's interest in Joint Collaboration Patents, and a non-exclusive, payment bearing license under and with respect to Xencor Know-How, in each case, with the right to sublicense solely in accordance with Section 2.3.2, solely to Develop, Manufacture and Commercialize the Product in and for the Licensed Field; provided that notwithstanding the foregoing, Xencor shall retain the right under and with respect to Xencor Patents and Xencor's interest in Joint Collaboration Patents to the extent necessary to perform its obligations under this Agreement.",112
7696,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,No-Solicit Of Employees,"Each Party agrees that, during the [REDACTED] ([REDACTED]) [REDACTED] period starting from the Effective Date, such Party will not, directly or indirectly, solicit for employment any employee of the other Party or its Affiliates or otherwise induce or attempt to induce such employees to terminate their employment with such other Party or such other Party's Affiliates; provided, however, that general public solicitations and advertisements not directed at employees of the other Party, and the extension of offers to persons who respond to such general solicitations and advertisements, will not be deemed violations of this provision.",95
10176,"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT",Warranty Duration,The first year warranty starts with the date of shipment      and terminates on the anniversary of the first year.,19
857,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,Source Code Escrow,"Upon the release of the Source Code to Corio pursuant to         Section 12.2 of this Agreement, Corio shall have a royalty-free,         nonexclusive, nontransferable, right and license in the Territory to use         and modify the Source Code to support and maintain the Software until         the expiration or termination of Corio's Customers' End User License         Agreements.",54
6267,"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",Change Of Control,"Our consent to the Change of Ownership Transfer is subject to the following conditions, all of which must be satisfied at or before the date of closing the Change of Ownership Transfer (""Closing""):   13.2.3.1 the Transferee submits a Change of Ownership Application, pays our then current franchise application fee and any PIP Fee, executes our then-current form of new franchise agreement and all ancillary forms, including a guaranty from a third-party acceptable to us, if required;   13.2.3.2 you are not in default of this Agreement or any other agreements with us or our Affiliates;   13.2.3.3 you or the Transferee pay all amounts due to us and the Entities through the date of the Closing;   13.2.3.4 you execute our then-current form of voluntary termination agreement, which may include a general release, covering termination of this Agreement;   13.2.3.5 you conclude to our satisfaction, or provide adequate security for, any suit, action, or proceeding pending or threatened against you, us or any Entity with respect to the Hotel, which may result in liability on the part of us or any Entity;",178
3987,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Warranty Duration,"DISTRIBUTOR shall provide to its Resellers, [REDACTED DURATION] all warranty service for a minimum",13
11937,HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement,Notice Period To Terminate Renewal,"The Initial Term shall automatically renew for one-month periods thereafter unless either party provides 30- days advance notice of termination, unless earlier terminated pursuant to Section 2.2 hereof.",28
13067,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,Rofr/Rofo/Rofn,We will not exercise a right of first refusal with respect to a proposed Transfer of less than a controlling interest to a member of a Principal Owner's immediate family or to your key employees.,35
8999,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,"Customer, upon thirty days prior written notice, may cancel this           Agreement at the end of the Initial Term and thereafter on each           anniversary of the end of the Initial Term.",30
7178,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Post-Termination Services,"If at the time of such termination, Sanofi or its Affiliates are conducting any Clinical Trials (including Registrational Clinical Trials) of a Termination Product, then, at RevMed's election on a trial-by-trial basis, Sanofi shall cooperate, and shall ensure that its Affiliates cooperate, with RevMed to transfer the conduct of all such Clinical Trials to RevMed within [REDACTED DURATION] after the effective date of such transfer (to the extent practical in light of applicable regulatory and patient safety concerns) and RevMed shall assume any and all liability, and is liable, for such Clinical Trials conducted after the effective date of such termination (except to the extent Sanofi has an obligation of indemnification under Article XIV existing for a claim that arose prior to the effective date of such termination).",127
7390,Microgenics Corporation - Collaborative Development and Commercialization Agreement,Non-Transferable License,"[REDACTED] hereby grants to [REDACTED] a non-exclusive, non-transferable (except",9
5020,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Post-Termination Services,"The Parties (including Online BVI on behalf of the Online Group) agree to maintain records (i) of all information reasonably necessary to verify all calculations to be made under Section 8.3.2, and (ii) supporting, verifying and necessary to demonstrate the calculation and collection of fees and/or revenue, as well as any deductions thereto, and payments made hereunder, including, without limitation, budgets, purchase orders, expense records, invoices, correspondence, banking and financial and other records pertaining to the determination of Gross Revenue, Direct Expenses and Adjusted Net Revenue, during the term of this Agreement and for a period of two (2) years following the expiration or termination hereof.",106
8198,RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement,Renewal Term,"This Agreement shall commence on the Effective Date and continue in full force and effect until the end of the fifteenth (15th) Contract Year, and shall continue in full force and effect thereafter until terminated by either Party by providing thirty (30) calendar days' prior written notice of termination to the other Party (such fifteen (15) Contract Year period, as may be further extended as provided herein is referred to as the ""Term"").",73
9728,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT",Governing Law,"This Agreement shall be governed by and construed under the laws of the State of California, excluding conflict of laws provisions and excluding the 1980 United Nations Convention on Contracts for the International Sale of Goods.",36
10466,BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement,Termination For Convenience,"Theismann shall have the right to terminate this Agreement at any time upon thirty (30) days' written notice to Bizzingo, such  termination to become effective at the conclusion of such 30-day period.",32
10089,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Governing Law,"The validity, construction, and performance of this Agreement shall be governed by and interpreted in accordance with the laws of the People's Republic of China.",25
5667,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,Volume Restriction,"The Fleet Size, in respect of Maintenance Charges calculations shall only be allowed  to exceed this range following either a revision of Schedule One agreed by SEV and DCL or on the first day of a DCL Financial  Year.",39
9640,OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT,Liquidated Damages,The parties acknowledge that the foregoing payments constitute reasonable and commercial liquidated damages.,13
3461,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,Non-Transferable License,"Accuray hereby grants to  Customers of Products a non-exclusive, non-transferable and royalty-free license under any Patents owned by Accuray or the  licensing of which is controlled by Accuray that, but for this license, would be infringed by the use of such Products in accordance  with the applicable Specification.",48
2842,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),Renewal Term,"If the Publishers exercise their right to renew,             the term of the Services shall be extended by one further year, up             to and including 28 February 2001.",27
2659,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,Non-Compete,"Unless accepted by the Principal, the Distributor agrees that during the term of this Agreement, the Distributor, either directly or indirectly, shall handle no products that are competitive with the Products within the Territory.",34
9284,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT,Governing Law,This Agreement and performance hereunder shall be governed by the laws of the State of Oklahoma without regard to conflict of laws.,22
10240,"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",Revenue/Profit Sharing,The quarterly royalty payments made under this Section 6.3.1 may be based on estimated Net Sales.,16
11995,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement,Termination For Convenience,"Either Party may terminate the Project and all commitments and obligations with respect thereto, subject to Section 8.3 herein, upon thirty (30) days written notice to the other Party.",29
5019,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Affiliate License-Licensee,"Notwithstanding the foregoing, upon the prior written approval of Skype, which approval may be withheld in its sole discretion, the Company shall be permitted to sublicense its rights hereunder to a wholly-owned Subsidiary, a majority-owned Subsidiary of Tom Holding, or to an unaffiliated third party distributor or reseller, for the same purpose and under the same terms and conditions as the license set forth herein.",65
12261,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,Joint Ip Ownership,The Parties shall work cooperatively toward the appropriate patent or other legal protection of such jointly and equally owned Intellectual Property.,21
12778,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",Governing Law,"This Agreement will be interpreted and construed exclusively under the laws of the State of Texas, which laws will prevail in the event of any conflict of law (without regard to, and without giving effect to, the application of Texas choice-of-law rules); provided, however, that if the covenants in Section 19 of this Agreement would not be enforced as written under

Page 55 of 80





Texas law, then the parties agree that those covenants will instead be interpreted and construed under the laws of the state in which the Franchised Business is located.",93
6204,IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business,Revenue/Profit Sharing,"After the bad debt provisions and the part allocated to the fee collection agent are deducted from the total revenue (total revenue * (1 - bad debt rate) * (1 - sharing percentage for fee collection channel)), Party A, on the one side, and all content providers participating in such access bundle sales, favorable package or other packaged promotional activities, on the other side, shall share the income at a ratio of 50%:50% (Party A: all content providers participating in such business). Party B and all the other content providers participating in such business shall share such 50% of income according to the proportion of the usage of their business to the total usage.",114
9115,"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT",Ip Ownership Assignment,"Assignor does hereby irrevocably sell, convey, grant, set over, assign and transfer to Assignee, without reservation of any rights, title or interest, all of Assignor's worldwide and universal rights, title and interest in and to the Assigned Marks, including, but not limited to, the applications and registrations therefor which are identified in Schedule A attached hereto, together with the goodwill of the business symbolized by such Assigned Marks, the same to be held and enjoyed by Assignee, for its own use and enjoyment, and for the use and enjoyment of any of Assignee's successors and assigns, as the same would have been held and enjoyed by Assignor if this Assignment had not been made, including, but not limited to, all common-law rights of Assignor in and/or to the Assigned Marks, and",131
8040,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement,Post-Termination Services,"entering into a new agreement with a third party operator governing operation and maintenance services to be provided to Owner on terms substantially similar to the terms of this Agreement, so that such replacement Operator shall be deemed a QFCP.",40
12088,"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Ip Ownership Assignment,"Unless otherwise addressed in an Intellectual Property Amendment, PPD hereby assigns to VS all rights that PPD may have in any invention, technology, know-how or other intellectual property which is developed with use of Confidential Information provided to PPD by VS.",41
8642,"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT",Ip Ownership Assignment,"The Consultant agrees that all discoveries, maps, technical studies, plans, spreadsheets, documents, inventions, copyright, software, improvements, know-how or other intellectual property, whether or not patentable or copyrightable, created by the Consultant during the Term of this Agreement pertaining to any service, matter, thing, process or method related to this Agreement (the ""Works"") will be the sole and absolute property of the Company.",62
483,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",Expiration Date,"The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",40
8267,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT,Exclusivity,"Pursuant to the terms and conditions set forth in this Agreement, Aura appoints Zanotti as its exclusive supplier of the Products  within the Territory and Field of Use and Zanotti hereby accepts such appointment.",34
5969,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,Non-Transferable License,"LeadersOnline hereby grants VerticalNet a non- exclusive, nontransferable, royalty-free right and license for the Term of this Agreement to use, copy or modify the LeadersOnline Mark, text describing LeadersOnline and the URL address of the LeadersOnline Site for the design and display of the LeadersOnline Employer Spotlights, provided, VerticalNet shall not alter the appearance of the LeadersOnline Mark without the consent of LeadersOnline.",63
2755,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT",Expiration Date,"This Agreement will commence on the Effective Date and continue for an Initial Term of five (5) years, and will automatically renew for additional periods of five (5) years unless one Party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this Agreement.",61
10932,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT,Irrevocable Or Perpetual License,"For greater certainty, ""New Technology"" shall exclude any (x) modification to Philips pre-existing Intellectual Property Rights (which, shall exclude any Intellectual Property Rights forming part of the ""Purchased Assets"" under the Purchase Agreement) and (y) developments developed not for the Products (collectively, ""Philips Retained Product IP'), provided that Philips and its Affiliates hereby grant to Customer under any such Intellectual Property Rights, which are applicable or used for the manufacturing of the Product, a non- exclusive, non-transferable (except in accordance with clause 18.4 (Assignment)), irrevocable, world-wide, fully paid-up license, without the right to grant sub-licenses, to make, have made, sell or commercialize in any other way the Product.",108
4650,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,Governing Law,"THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED AND INTERPRETED IN ACCORDANCE WITH, THE LAW OF THE STATE OF NEW YORK.",21
6034,ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,Governing Law,"This Agreement shall be construed in accordance with the laws of the State of New York applicable to contracts formed and to be performed entirely within the State of New York, without regard to conflict of laws principles, and in accordance with the applicable provisions of the Investment Fund Act.",50
9196,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1,Exclusivity,We will not grant other franchises nor establish our own Unit Franchises within the Master Territory during the term of this Agreement unless you do not meet the Minimum Development Quota.,31
502,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,Exclusivity,"Exclusivity Date means October 1, 2008, the date Intricon makes its first quarterly payment of the Minimum Payment;",18
3399,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,No-Solicit Of Employees,"In the event of a Vert-Non-Renewal Election, in addition to any rights or remedies that may be available to Converge under the Subscription License Agreement, the provisions of Section 8 above shall cease to apply with respect to Converge's solicitation or encouragement of any of the VNE Service Personnel to terminate their employment or independent contracting relationship with VNE and become an employee or independent contractor of Converge or its Affiliate.",71
11822,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,Termination For Convenience,"This Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to Section 3.2 or 3.3 of this Agreement, shall  continue until the twentieth (20th) anniversary of the Effective Date; provided, however, (i) Operator shall have the right to terminate this  Agreement at any time upon no less than 120 days prior written notice to Owner, if Operator provides a substitute operator acceptable to Owner,  as determined in its reasonable discretion, who (A) has experience operating similar assets, (B) has the ability to provide at least the same quality  of service as Operator, (C) has the financial ability to perform the obligations hereunder, and (D) is ready, willing and able to execute an operation  and maintenance agreement substantially similar to this Agreement and acceptable to Owner, as determined in its reasonable discretion, and  (ii) Owner shall have the right to terminate this Agreement at any time upon no less than 120 days prior written notice to Operator.",159
11479,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT",Renewal Term,"at the expiration of the Intended End of Term, Ginkgo has paid the Minimum Cumulative Purchase Commitment, but will not have paid to BLI the Full Purchase Target, then the Term of this Agreement shall automatically extend for an additional [REDACTED DURATION] ([REDACTED DURATION]) year period from the date of the expiration of the then-Intended End of Term so that, among other things, BLI may potentially receive the benefit of the Full Purchase Target and Ginkgo may receive the continuing benefit of royalty-free licenses.",82
3083,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",Non-Transferable License,"XLI shall have the right of prior written approval over all uses of the trademark ""XLI"" by WCC.",18
7265,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",Exclusivity,"SIERRA  hereby  grants  ENVISION an          exclusive,  royalty-free  sub-license of  the Product's future patents,          and patent  applications  to distribute,  sell  and market the Finished          Product.",24
10287,"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT",No-Solicit Of Employees,"From the Effective Date and for twelve (12) months after the termination of this Agreement (the ""Restricted Period""), Consultant shall not, without Aduro's prior written consent, directly or indirectly, solicit or encourage any employee or contractor of Aduro or its affiliates to terminate employment with, or cease providing Services to, Aduro or its affiliates.",54
2536,ArconicRolledProductsCorp_20191217_10-12B_EX-2.7_11923804_EX-2.7_Trademark License Agreement,Change Of Control,"Notwithstanding the foregoing, no such consent of Licensor is required under this Agreement in the event of a Change of Control of Licensee so long as: (a) the resulting, surviving or transferee Person assumes all the obligations of the Licensee by operation of Law or pursuant to an agreement in form and substance reasonably satisfactory to the Licensor; and (b) the licenses granted herein shall not be transferrable or sublicensable to Affiliates of such Person unless such Affiliates were Affiliates of Licensee prior to such Change of Control.",88
5841,RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,Termination For Convenience,NETTAXI  may terminate this Agreement at any time for,9
12665,IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT,Non-Compete,"MINDA/MIL, since it will have access to the Technical Know-How which it would not have had otherwise, expressly agree that:



(a)   during the term of the Agreement, and thereafter for a period of five (5) years after the termination of the Agreement (such termination being termination by IMPCO due to default by MINDA/MIL), MIL/MINDA shall not, directly or indirectly, either alone or collectively or through any of its associates, affiliates, including subsidiaries or any entity owned or controlled by it enter into another joint venture agreement or marketing/distribution agreement with any company or persons in respect   15





  of the marketing and sale of goods similar to the Products in the Territory. by using the Technical Know-How",116
137,"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Termination For Convenience,Either Consultant or Company may terminate this Agreement upon prior written notice thereof to the other party.,17
13708,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of the Arizona, without regard to the conflict of laws provisions thereof.",25
4386,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,Expiration Date,"The  term  (""Term"")  of  this Agreement shall be for one hundred eighty  days  (180)  from  the  date set forth below unless Network 1 or Visa or MasterCard  or Harris Bank doesn't approve Affiliate's ISO application, in which case,  the  Term  will  be  3 years.",44
